"Code produit";"GENCOD_UVC";"DATE_MAJ_PL";"notice";"global";"situ";"situ02";"pack";"pack02";"temp";"visu";"visu02";"visu03";"visu04";"visu05";"visu06";"visu07";"visu08";"pngpack";"pngdisplay";"DESIGNATION_LONGUE_FR";"DESIGNATION_LONGUE_GB";"DESIGNATION_LONGUE_ES"
"HD3077";"3561864330773";"01/12/2020";"https://productlive.blob.core.windows.net/import/d1406fb4ac2739861d8f9bcb35adac5a45552d83/HD3076_SHI_notice_2017-12-11_preview-02.jpg";"https://asset.product-live.com/95e9c0276e39a04b69aff30903e2794d995f54a0.jpg";"https://asset.product-live.com/c2953842745af099da83917e9bd3440a5f181c87.jpg";"";"";"";"";"https://asset.product-live.com/146013086033728108a12fda211e586f037c02ec3670f.jpg";"";"";"https://asset.product-live.com/001ac512d2728a8d3a14fb69f7ec680ccb85c173.jpg";"";"";"";"";"";"";"Laissez-vous séduire par le design épuré et résolument tendance de cette chaise d'inspiration scandinave. Sa coque rigide se marie à merveille à ses 4 beaux pieds en bois brut, vous allez l'adorer ! Dimensions : L54.1xH85.5xP46 cm - Hauteur d'assise : 47 cm.";"You will love the clean and trendy design of this Scandinavian chair! You will love the highly comfortable seat and 4 natural wooden legs! Dimensions: 86.4 x 52 x 46.2cm.";"Déjese seducir por el diseño depurado y a la moda de esta silla escandinava. Su confortable asiento así como sus 4 patas de madera en bruto le maravillarán. Dimensiones: 86,4x52x46,2 cm.";
"HD3078";"3561864330780";"20/11/2020";"https://productlive.blob.core.windows.net/import/2119cfe93fe4dd77eb8689882078b0f97444ceac/HD3076_SHI_notice_2017-12-11_preview-02.jpg";"https://asset.product-live.com/51e0fa304c968e22c7b3e6fa9ccfd66c80d39e33.jpg";"https://asset.product-live.com/f87d50656015c146000e145cc03b81e6887a9858.jpg";"";"";"";"";"https://asset.product-live.com/1460129169503383fbef2fd9e11e59e49cd21ff48c47c.jpg";"https://asset.product-live.com/6089ef78a506de43b28ee048acd861f3f68ed1d9.jpg";"https://asset.product-live.com/961f27c2963681e84545b66bdc2787b6df43aecc.jpg";"https://asset.product-live.com/8d6386f2313ddfbf6ad022dccde490476196e27a.jpg";"";"";"";"";"";"";"Laissez-vous séduire par le design épuré et résolument tendance de cette chaise d'inspiration scandinave. Sa coque rigide se marie à merveille à ses 4 beaux pieds en bois brut, vous allez l'adorer ! Dimensions : 46.2x52x86.4 cm - Hauteur d'assise : 41.5 cm.";"You will love the clean and trendy design of this Scandinavian chair! You will love the highly comfortable seat and 4 natural wooden legs! Dimensions: 86.4 x 52 x 46.2cm.";"Déjese seducir por el diseño depurado y a la moda de esta silla escandinava. Su confortable asiento así como sus 4 patas de madera en bruto le maravillarán. Dimensiones: 86,4x52x46,2 cm.";
"HD3084";"3561864330841";"20/11/2020";"https://productlive.blob.core.windows.net/import/d9bda11a249c5e8e4816e447b7da5b555fb77225/HD30851OPCK%20HD30852OPCK_RUIDIAN_Chaise%20scandinave_Instructions%20sheet_2016%2011%2018_preview.pdf";"https://asset.product-live.com/338cb889e7a63330ec653efc7f1e0c3ba070e223.jpg";"https://asset.product-live.com/ebe4114ce7602ba6ff455fa7c23599240f4d29d5.jpg";"";"";"";"";"https://asset.product-live.com/1d80c62e3ceb3830be289b7f72bdd6463074b1c1.jpg";"https://asset.product-live.com/1fc1b19ffdd4a7b415df07f1c7353d6e7e4ab3e3.JPG";"https://asset.product-live.com/b4346e26563d2a4bc131d0c595aebcb644398ad5.JPG";"https://asset.product-live.com/98b486f732b6b4ec60e4f47ba79294eee2de541f.JPG";"";"";"";"";"";"";"Laissez-vous séduire par le design épuré et résolument tendance de cette chaise scandinave présentant un revêtement de qualité en tissu ! Le modèle possède 4 beaux pieds réalisés en bois brut qui apporteront un vent de modernité dans votre intérieur. Dimensions : 47x53x87.2 cm - Hauteur d'assise : 41.5 cm.";"You will love the clean and trendy design of this Scandinavian chair! You will love the highly comfortable seat and 4 natural wooden legs! Dimensions: 86.4 x 52 x 46.2cm.";"Déjese seducir por el diseño depurado y a la moda de esta silla escandinava. Su confortable asiento así como sus 4 patas de madera en bruto le maravillarán. Dimensiones: 86,4x52x46,2 cm.";
"HD3085";"3561864330858";"01/12/2020";"https://productlive.blob.core.windows.net/import/e9dd9a24a3d0bb425a121713e2849d28e03fc493/HD30851OPCK%20HD30852OPCK_RUIDIAN_Chaise%20scandinave_Instructions%20sheet_2016%2011%2018_preview.pdf";"https://asset.product-live.com/c01a291791721a0c37765f510e7d2d3c896472b3.jpg";"https://asset.product-live.com/dab78fb9241b6168d2a4360ef747caa8218e4cd9.jpg";"";"";"";"";"https://asset.product-live.com/a73d58337a83d4d8f8072b9dde87eee9f71b08e6.jpg";"https://asset.product-live.com/2d0a3a245b0639c02390e0a9778759a7d02ba23c.JPG";"https://asset.product-live.com/7f2a3cd0ce0f1ec287e4ae84b42e73186d6e6d70.jpg";"https://asset.product-live.com/9ae4707a860150f221dda765877cd6dd617a3f36.JPG";"";"";"";"";"";"";"Laissez-vous séduire par le design épuré et résolument tendance de cette chaise scandinave présentant un revêtement de qualité en tissu ! Le modèle possède 4 beaux pieds réalisés en bois brut qui apporteront un vent de modernité dans votre intérieur. Dimensions : 47x53x87.2 cm - Hauteur d'assise : 41.5 cm.";"This trendy chair design will add a modern touch to your living room! You will love the elegant upholstery and its 4 legs made from natural wood! Dimensions: 87.2 x 53 x 47cm.";"¡Esta silla a la última tendencia aportará mucha modernidad a su salón! Déjese llevar por la elegancia de su revestimiento textil y por sus 4 patas de madera en bruto. Dimensiones: 87,2x53x47 cm.";
"HD3088";"3561864330889";"23/11/2020";"https://productlive.blob.core.windows.net/import/7091fc90b023bfd55ce78abdc2adce9114cf40aa/HD3087_SHI_notice_2017-12-11_preview-02.jpg";"https://asset.product-live.com/4f33d52a96741df5d8b44827160ef5d07eb652db.jpg";"https://asset.product-live.com/324d09e53a9cef076471f369521d2cbef1346e36.jpg";"";"";"";"";"https://asset.product-live.com/8b92fe50f9135e1dbf23fe58a03bd833dee86b2c.jpg";"https://asset.product-live.com/b4d105dd1340c5df2551b40a7efc580b889dc7fb.jpg";"https://asset.product-live.com/ce2a00530138c54a5fac1bd8d6c68d53a2881ccb.jpg";"https://asset.product-live.com/000b44dea8048e495d12b1dc10e41623b9630fc2.jpg";"";"";"";"";"";"";"Apportez un vent de modernité dans votre décoration intérieure avec cette chaise d'inspiration scandinave transparente. Profitez sans plus tarder d'une assise ultra-confortable à coque rigide ainsi que de 4 beaux pieds en bois brut ! Dimensions : 47.5x54x86 cm - Hauteur d'assise : 41.5 cm.";"Add a modern touch to your home with this transparent Scandinavian chair. It has a comfortable seat and beautiful natural wooden legs! Dimensions: 85.9 x 54 x 47.5cm - 4 legs.";"Aporte un aire de modernidad a su decoración interior con esta silla escandinava transparente. El producto cuenta con un confortable asiento y unas magníficas patas de madera en bruto. Dimensiones: 85,9x54x47,5 cm - 4 patas.";
"HD3169";"3561864331695";"01/12/2020";"https://productlive.blob.core.windows.net/import/9c8e64d06fd9b67ab0bc2b5aa34a1533eaea3a89/HD3169_RI_2017-12-21_notice_preview-01.jpg";"https://asset.product-live.com/0e9082c70235b1f62a60a9a8fc20f9f9118881e9.jpg";"https://asset.product-live.com/4d2538e4f5c59b985d99747af79d556a89d9c4b2.jpg";"https://asset.product-live.com/281bbeebbdd30c257ca5530218c921c737b26ef1.jpg";"";"";"";"https://asset.product-live.com/dd90b7771b1a9fb5272a42cffef4058155ba08d2.jpg";"https://asset.product-live.com/1e4ee206404a67bfa6f196a601adac27bca73d64.jpg";"https://asset.product-live.com/3a10e4bac20fbcd295088a117d12c01a5ff0d0db.jpg";"";"";"";"";"";"https://asset.product-live.com/46bc1ac1922b38365dd766a67cb2c0b7f771e07f.png";"";"Optimisez l'espace dans votre séjour ou dans une chambre avec ce coffre de rangement pliable que vous pourrez également utiliser comme banc ! Vous craquerez sans l'ombre d'un doute pour le charme de son assise agrémentée de motifs géométriques ! Détail : Test assise 110 kg - Dimensions : 76.2x37.5x37.5 cm.";"";"";
"HD3170";"3561864331701";"01/12/2020";"https://prodstoragevazc.blob.core.windows.net/import/b2239ab25cbf340032da3122fc4a05dfa28865bc/HD3170_CMPI_2018-01-03_notice_preview-01.jpg";"https://asset.product-live.com/8308cd318e60374a2344c151caf20ecb6274ffd4.jpg";"https://asset.product-live.com/e95208f3a60c13387f01b1a43cafe2fe331508fc.jpg";"https://asset.product-live.com/611f603ff71be8bed356861dbd628dc84b137d3b.jpg";"";"";"";"https://asset.product-live.com/76fbe30b81a3d0d6b03367c684bbe25417699f23.jpg";"https://asset.product-live.com/71e5c7079a10217488197455a47cf5bdc2b1d527.jpg";"https://asset.product-live.com/99aa1f3737f70ee98a751628764eac748a93c550.jpg";"";"";"";"";"";"https://asset.product-live.com/fce5c77dff55c41624447a82386ea8071c9bd336.png";"";"Optimisez l'espace dans votre séjour ou dans une chambre avec ce coffre de rangement pliable que vous pourrez également utiliser comme banc ! Vous craquerez sans l'ombre d'un doute pour le charme de son assise agrémentée de motifs géométriques ! Détail : Test assise 110 kg - Dimensions : 76.2x37.5x37.5 cm.";"";"";
"HD3176";"3561864331763";"01/12/2020";"";"https://asset.product-live.com/8e57c80e058b0dd39348d4bd2e2bc85e7e802f2b.jpg";"https://asset.product-live.com/7537277caef561d4d18f1d85cad1ee33239061b8.jpg";"";"";"";"";"https://asset.product-live.com/54e5d96369f560e95aa338a25d2dab6db2d41f5b.jpg";"https://asset.product-live.com/245829eb9b9c1d74967ac528a419176759c7ac15.jpg";"";"";"";"";"";"";"";"";"Recevez vos amis sans vous soucier du nombre de sièges disponibles en déployant cette chaise pliable ultra-confortable. Rangez-la dans un coin puis intégrez-la dans votre décor quand besoin est. Ce modèle présente un jeu de surpiqûres qui lui donne beaucoup de cachet. Dimensions : 41x47x85 cm - Hauteur d'assise : 46 cm.";"";"";
"LA9608";"3561865696083";"01/12/2020";"https://productlive.blob.core.windows.net/import/960c916bf2ce9704c242b1cbdb00caf5111d3018/LA9608_IM_2019-04-29.pdf";"https://asset.product-live.com/02b9400c5ed324c9faf3d415eb1c41176b13c877.jpg";"https://asset.product-live.com/dea689b648d36385cb569f6e550705f6a07e8df8.jpg";"";"https://asset.product-live.com/611f9a262e38023aff4b664fcf029c25178d0d6e.jpg";"";"";"https://asset.product-live.com/1455806949734c4826060d64e11e5a0a6e90a73da02da.jpg";"";"";"";"";"";"";"";"https://asset.product-live.com/474b8bcedaf195b095a03adec3c31c0efe1eca0b.png";"";"Créez une belle ambiance dans vos soirées avec cette lampe disco qui vous offrira un jeu de lumière digne des professionnels de la musique. A vous les jeux de lumières et les spots clignotants à vitesse variable ! Détail : 84 Led - Fonctionne avec un adaptateur secteur inclus.";"";"";
"KA1693";"3561869016931";"27/11/2020";"";"https://asset.product-live.com/8890952ee25319460e2e4d10ed0f1ec8ffe3843f.jpg";"https://asset.product-live.com/626c3590185689a5e5e25c05ca93dd2252c2be78.jpg";"";"https://asset.product-live.com/7ead71214030b7516328074cbf19fed0ad22643d.jpg";"";"";"https://asset.product-live.com/67a528edcf0891351647bd1308c9920cfd8d05c2.jpg";"";"";"";"";"";"";"";"https://asset.product-live.com/8a87687f4232fad8f743f5040403e7c83f0bd93a.png";"";"Préparez de délicieuses recettes rafraîchissantes pour la famille ou vos convives et laissez-les en libre service dans cette fontaine à boisson réalisée en verre, succès garanti! Il suffira de presser le capuchon pour se servir. Contenance : 3.9 L.";"";"";
"HD3070";"3561864330704";"01/12/2020";"https://productlive.blob.core.windows.net/import/c604fe6df18e2ff5b587b50fbc987ab3fc92c7d2/HD3070-71-72-73_NOTICE_2017%2008%2007.pdf";"https://asset.product-live.com/0520ea60d131aaf4ce1c626d03e0abdc2a71b712.jpg";"https://asset.product-live.com/e12f49d57b5b36c2f416d75300ac55f2fa394270.jpg";"https://asset.product-live.com/9afc8d18b99a63ebb4dda5bf4dbb2a8e381f51f8.jpg";"";"";"";"https://asset.product-live.com/1460126849216d1400c00fd9811e59e49cd21ff48c47c.jpg";"";"";"https://asset.product-live.com/cc3101ddce97b1750ebbd4405404c17a1886452d.jpg";"";"";"";"";"";"";"Laissez-vous séduire par le design épuré et résolument tendance de cette chaise d'inspiration scandinave. Son assise rembourrée ultra-confortable ainsi que ses pieds en bois brut vont vous faire craquer ! Dimensions : 46.2x52x86.4 cm - Hauteur d'assise : 41.5 cm - Poids maximum : 110 kg";"This chair, with a trendy yet simple design, will add a modern touch to your home. It has 4 natural wooden legs and an extremely comfortable padded seat that your guests will love as much as you! Dimensions: 82.5 x 51 x 48.1cm.";"Esta silla de diseño a la moda y depurado es ideal para dar un aire de modernidad a sus interiores. El producto presenta 4 patas de madera en bruto así como un asiento con relleno ultraconfortable que le seducirán tanto a usted como a sus invitados. Dimensiones: 82,5x51x48,1 cm.";
"KV7167";"3561869671673";"01/12/2020";"";"https://asset.product-live.com/5dbebaff7f6f39c06fcfa49ff1a3a8740a943a40.jpg";"https://asset.product-live.com/3c140353b5de82d59b7b8c55abe1d5b383888dd9.jpg";"";"https://asset.product-live.com/73a8484325c799946ee7d2a38136c5f93d11d9d7.jpg";"";"";"https://asset.product-live.com/e3bf5e677d2a450e9fb4001d02e9327b0b004e1a.jpg";"";"";"";"";"";"";"";"https://asset.product-live.com/b94753a4aed44b599343af7684f9ddf1.png";"";"Apportez une touche typiquement bistrot sur vos tablées en y fixant ce tire-bouchon de comptoir! Ce modèle comblera les amateurs de vin comme les professionnels. Détail : Notice incluse - Composition : Bois et inox - Compatibilité : Bar - Table classique - Comptoir.";"";"";
"HD3096";"3561864330964";"01/12/2020";"https://productlive.blob.core.windows.net/import/c487f52cb7c15d81d3249add29b88e5b67d28053/HD3096-GV_NOTICE_2018%2004%2004.pdf";"https://asset.product-live.com/18846e340c514e52a75de273b73c6b91717b9b48.jpg";"https://asset.product-live.com/79604637a00c24147ec9d7ffb83fc76e0cba3867.jpg";"https://asset.product-live.com/1750a5c55e438deaf26c04d12f8230e19b579733.jpg";"";"";"";"https://asset.product-live.com/b0de865d43da4ee399b3de4d6000fa67.JPG";"";"";"";"";"";"";"";"https://asset.product-live.com/b52ae14217096534089db2ee150660d92448ee85.png";"";"Rehaussez la décoration de votre salon avec le design fun de ce fauteuil patchwork construit sur 4 beaux pieds en bois brut ! Vous pouvez dès à présent profiter de son assise ultra-confortable, succès garanti ! Dimensions : 62x60.5x86 cm - Hauteur d'assise : 48.5 cm.";"This chair, with a trendy design, will add a modern touch to your home. It has armrests and a padded seat, with beautiful natural wooden legs. Note: 4 legs - Scandinavian design with armrests - Dimensions: 86 x 60 x 62cm.";"Esta butaca de diseño a la moda y depurado es ideal para dar un aire de modernidad a su hogar. El producto tiene el respaldo, los reposabrazos y el asiento tapizados así como unas bonitas patas de madera en bruto. Detalles: 4 patas - Diseño escandinavo con reposabrazos - Dimensiones: 86x60,5x62 cm.";
"HD3089";"3561864330896";"01/12/2020";"https://productlive.blob.core.windows.net/import/56d95db8feec1616eaa7da1b25bb00c5e706b2e8/HD3089_SHI_notice_2017-12-06_preview-02.jpg";"https://asset.product-live.com/c81ac83419d30527ed8ed69c7ea644602a5cad3e.jpg";"https://asset.product-live.com/146410604200798fa6a7021c911e69162a38bf2cf370d.jpg";"";"";"";"";"https://asset.product-live.com/53aab8c13df949a599ea8997d9a05bc0.JPG";"";"";"";"";"";"";"";"";"";"Craquez pour l'originalité et le charme de cette chaise patchwork ! Elle sera parfaite pour rehausser la décoration de votre intérieur ! Découvrez sans plus tarder son design monté sur 4 beaux pieds en bois brut et testez son assise, succès garanti. Dimensions : 47x87x54 cm - Hauteur d'assise : 52 cm.";"This chair, with a Scandinavian patchwork design, will add a modern touch to your home. It has armrests and a padded seat, with beautiful natural wooden legs. Note: 4 legs - Dimensions: 87 x 54 x 47cm.";"Esta silla escandinava tiene un diseño de patchwork ideal para aportar un aire de modernidad a su hogar. El producto tiene el respaldo y el asiento tapizados así como unas bonitas patas de madera en bruto. Detalles: 4 patas - Dimensiones: 87x54x47 cm.";
"HD3090";"3561864330902";"01/12/2020";"https://productlive.blob.core.windows.net/import/f533b4396a9f51aeb76f474a1614336c7088adb1/HD3089_SHI_notice_2017-12-06_preview-02.jpg";"https://asset.product-live.com/ecf750ad199cc7a4c6779faab2a6fdaa3149be96.jpg";"https://asset.product-live.com/2be3fb8eed6977745a11a7c14a1cb45960faf1b9.jpg";"";"";"";"";"https://asset.product-live.com/34470784247e44bcae24ca0ac64cb212.JPG";"";"";"";"";"";"";"";"";"";"Craquez pour l'originalité et le charme de cette chaise patchwork ! Elle sera parfaite pour rehausser la décoration de votre intérieur ! Découvrez sans plus tarder son design monté sur 4 beaux pieds en bois brut et testez son assise, succès garanti. Dimensions : 47x87x54 cm - Hauteur d'assise : 52 cm.";"This chair, with a Scandinavian patchwork design, will add a modern touch to your home. It has armrests and a padded seat, with beautiful natural wooden legs. Note: 4 legs - Dimensions: 87 x 54 x 47cm.";"Esta silla escandinava tiene un diseño de patchwork ideal para aportar un aire de modernidad a su hogar. El producto tiene el respaldo y el asiento tapizados así como unas bonitas patas de madera en bruto. Detalles: 4 patas - Dimensiones: 87x54x47 cm.";
"HD3092";"3561864330926";"01/12/2020";"https://productlive.blob.core.windows.net/import/598c10933123ad1d110be9a551db0b1b74c9b6c6/HD3092_SHI_notice_2017-12-05_preview-02.jpg";"https://asset.product-live.com/eea1e6b0a39e7c73e68f4bc6d889727d78914336.jpg";"https://asset.product-live.com/146410622298904da13d021ca11e69162a38bf2cf370d.jpg";"";"";"";"";"https://asset.product-live.com/7ecdfa80f77242e4ba8b9748a4fbdab9.jpg";"https://asset.product-live.com/feb86919a45680430abc65177e2462a97fba2e75.jpg";"https://asset.product-live.com/ad12362567a640e96e532928d35cd2f55d2ce68e.jpg";"https://asset.product-live.com/cc52e998eaf255973ed68225bba32682ebb3ed91.jpg";"";"";"";"";"";"";"Ce fauteuil bi-matière présentant un design tendance et épuré est idéal pour apporter un vent de modernité dans votre intérieur. Le modèle offre une assise confortable ainsi que 4 beaux pieds réalisés en bois brut. Découvrez sans plus attendre ce design scandinave offrant des accoudoirs ainsi qu'une finition de qualité. Dimensions : 62.8x59.8x85.3 cm - Hauteur d'assise : 50 cm.";"This armchair, with a trendy yet simple design, will add a modern touch to your home. It has a comfortable seating armrests and a padded seat, with beautiful natural wooden legs. Note: 4 legs - Scandinavian design with armrests - Dimensions: 86 x 60.5 x 62cm.";"Esta butaca de diseño a la moda y depurado es ideal para dar un aire de modernidad a su hogar. El producto cuenta con un confortable asiento y unas bonitas patas de madera en bruto. Dimensiones: 84x59,8x62,5 cm - 4 patas - Diseño escandinavo con reposabrazos.";
"HD3093";"3561864330933";"01/12/2020";"https://productlive.blob.core.windows.net/import/2454f0aaec2cc16215c00b4c37f35232cfb2318a/HD3092_SHI_notice_2017-12-05_preview-02.jpg";"https://asset.product-live.com/3a3e9b3ecd454c26cafcf003111f41c125c4a33f.jpg";"https://asset.product-live.com/1464106147491d7d9ff3021c911e69162a38bf2cf370d.jpg";"";"";"";"";"https://asset.product-live.com/7d8250c93f044da0b377782690b0aa83.jpg";"https://asset.product-live.com/97681efea248e3568435c4f7e07b567e7738d184.jpg";"https://asset.product-live.com/063a0ebf911d2c30d9bcfeff75369a691597f91b.jpg";"https://asset.product-live.com/3f6e92c9ffafa90cd6e4e8e68eb2c97154631e47.jpg";"";"";"";"";"";"";"Ce fauteuil bi-matière présentant un design tendance et épuré est idéal pour apporter un vent de modernité dans votre intérieur. Le modèle offre une assise confortable ainsi que 4 beaux pieds réalisés en bois brut. Découvrez sans plus attendre ce design scandinave offrant des accoudoirs ainsi qu'une finition de qualité. Dimensions : 62.8x59.8x85.3 cm - Hauteur d'assise : 50 cm.";"This armchair, with a trendy yet simple design, will add a modern touch to your home. It has  a comfortable seating armrests and a padded seat, with beautiful natural wooden legs. Note: 4 legs - Scandinavian design with armrests - Dimensions: 86 x 60.5 x 62cm.";"Esta butaca de diseño a la moda y depurado es ideal para dar un aire de modernidad a su hogar. El producto cuenta con un confortable asiento y unas bonitas patas de madera en bruto. Dimensiones: 84x59,8x62,5 cm - 4 patas - Diseño escandinavo con reposabrazos.";
"HD3094";"3561864330940";"01/12/2020";"https://productlive.blob.core.windows.net/import/4964d03e12030346850b23ddcd197031e7c6f8c3/HD3094_SHI_notice_2017-12-05_preview-01.jpg";"https://asset.product-live.com/1d373e75dbd604dec5be6dd7511b72dd67119df1.jpg";"https://asset.product-live.com/d0d1e0664f3979774864760ef1d1223b09d5ac34.jpg";"https://asset.product-live.com/c0f4f89094079147723c2a5a6d6be32c492dab80.jpg";"";"";"";"https://asset.product-live.com/3df80f3a1f774822bfd709148930481b.jpg";"https://asset.product-live.com/5d7dfe7775bb350bda1006644b70bdf6f6ecee88.jpg";"https://asset.product-live.com/4519fd05d714e3aaaafa36970917a6f10d4aeb3e.jpg";"https://asset.product-live.com/b85b17a466422385c24460170efcc00aa71780ce.jpg";"";"";"";"";"";"";"Ce charmant fauteuil sera parfait pour apporter un vent de modernité dans votre intérieur. Découvrez son doux revêtement en tissu ainsi que ses 4 magnifiques pieds en bois brut, vous n'hésiterez pas bien longtemps avant de le tester, succès garanti ! Dimensions : L62xH84xP60 cm - Hauteur d'assise : 50 cm.";"This armchair, with a trendy yet simple design, will add a modern touch to your home. It has armrests and a padded seat, with beautiful natural wooden legs. Note: 4 legs - Scandinavian design with armrests - Dimensions: 86 x 60.5 x 62cm.";"Esta butaca de diseño a la moda y depurado es ideal para dar un aire de modernidad a su hogra. El producto tiene el respaldo, los reposabrazos y el asiento tapizados así como unas bonitas patas de madera en bruto. Detalles: 4 patas - Diseño escandinavo con reposabrazos - Dimensiones: 86x60,5x62 cm.";
"HD3095";"3561864330957";"01/12/2020";"https://productlive.blob.core.windows.net/import/c116ea6c766d94f558b667dff9045673058d4b00/HD3095-SHI_notice_2017-09-01_preview-02.jpg";"https://asset.product-live.com/054a6445409ca8a4dc3bb96ed15eca27ada73d25.jpg";"https://asset.product-live.com/305f569e38de2b4fd7d67893cc7082d764a03e71.jpg";"https://asset.product-live.com/1a2556f7f008b8acc4837f80409b928e48be3e1d.jpg";"";"";"";"https://asset.product-live.com/444a62fc53204354b01b9997ac87df10.JPG";"";"https://asset.product-live.com/d8534a93ead2e9918bcd0e1c943bca92c53e4c76.jpg";"https://asset.product-live.com/8ba2086d501fbd4fc31d7c2755563ba29274f62e.jpg";"";"";"";"";"";"";"Rehaussez la décoration de votre salon avec le design fun de ce fauteuil patchwork construit sur 4 beaux pieds en bois brut ! Vous pouvez dès à présent profiter de son assise ultra-confortable, succès garanti ! Dimensions : 62x60.5x86 cm - Hauteur d'assise : 48.5 cm.";"This armchair, with a trendy yet simple design, will add a modern touch to your home. It has armrests and a padded seat, with beautiful natural wooden legs. Note: 4 legs - Scandinavian design with armrests - Dimensions: 86 x 60.5 x 62cm.";"Esta butaca de diseño a la moda y depurado es ideal para dar un aire de modernidad a su hogar. El producto tiene el respaldo, los reposabrazos y el asiento tapizados así como unas bonitas patas de madera en bruto. Detalles: 4 patas - Diseño escandinavo con reposabrazos - Dimensiones: 86x60,5x62 cm.";
